timefield,date,class,subclass,province,city,district,rank,name,id,passage_count,read_total,read_viral,read_average,tops_total,likes_total,forward_total,WCI,avatar
day,2024/5/2,科技,,,,,9,顺丰速运,SF_FWRX4008111111,3,116238,100000,38746,83,196,0,1380.46,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5tzObcgWQaLc5SiaIWOticFoOv4gibyv5Ma8apFog80L58Q/132
day,2024/5/2,科技,,,,,10,创业邦,ichuangyebang,6,138018,120000,23003,52,141,0,1355.66,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6vhxhibJ7XicXGWq4dpTbTpET3KcNoHZ0jrAMEibqKgReUg/132
day,2024/5/2,科技,,,,,11,新智元,AI_era,3,81552,70243,27184,232,440,0,1339.79,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5Ge0ZibsJqTzd6HdTSHcydlic4TnsmpJicUrIlicD1L9ficFw/132
day,2024/5/2,科技,,,,,12,中国移动,cmccguanfang,1,77108,77108,77108,54,137,0,1339.39,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6MGvHqlwLPbuAk5WkYYsDDumQTtm7L4SJqWxm5beEvBQ/132
day,2024/5/2,科技,,,,,13,蜜蜂惊喜社,gh_0a84dddbde0e,2,85020,73117,42510,76,85,0,1315.56,http://wx.qlogo.cn/mmhead/0wRpPfN90ibBZx8dv19PYEEv3nibtpbK6oZ5xc0fdt1turZTujyGibicKW3ibUaHhScP4icq2Fcp8gHibY/132
day,2024/5/2,科技,,,,,14,量子位,QbitAI,4,79180,59668,19795,242,478,0,1315.36,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6PqxX9Yx8MibJ3nial8ialvVrRs3PxhCJm7eWgR7vFrowLA/132
day,2024/5/2,科技,,,,,15,笔吧评测室,bibacps,4,104208,63884,26052,34,299,0,1309.91,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4ojOCibjH5nkUR5U8fibxuqTOIxD3MgB6MIhyCvVn0SHLQ/132
day,2024/5/2,科技,,,,,16,中国电信,chinatelecom-189,1,58621,58621,58621,132,242,0,1309.5,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6OhntIWrc5QGlx9M8SemicPHDP0qSBRCibibvDCpia3kN3Cg/132
day,2024/5/2,科技,,,,,17,APPSO,appsolution,4,92796,85408,23199,67,183,0,1299.17,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5nbURBZYkjq2GO3z9seWGPZolkwO4ROvphqbAksKqUSw/132
day,2024/5/2,科技,,,,,18,一亩三分地Warald,Warald_1point3acres,3,87876,59275,29292,54,121,0,1290.05,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7SBOE7cyqILwB2hsHuwvFxeWMxA5gbnbPBJ4fdiaU8ictg/132
day,2024/5/2,科技,,,,,19,投资界,pedaily2012,2,72148,59050,36074,48,82,0,1269.35,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7pfHR5JXkBNKYBgJZZr28Y0PTT5dSIF3hX6V0E8picZLQ/132
day,2024/5/2,科技,,,,,20,正和岛,zhenghedao,3,62217,36323,20739,225,302,0,1259.08,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7PXCqiaXuY6v5DbCrSnmW4ZFvz6pquqlKC49Ria4hyVsqg/132
day,2024/5/2,科技,,,,,21,融通金,rongtongjin,7,106260,100000,15180,7,15,0,1225.27,http://wx.qlogo.cn/mmhead/SQd7RF5caa2L81DTbGEAIsHkVibBUeNJkqzVLjYkrb0L16mXVlBXlnr9VriaRrYWPQLqa9RjDQpia0/132
day,2024/5/2,科技,,,,,22,中科院物理所,cas-iop,4,55432,45233,13858,110,452,0,1221.73,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6k5w49ic4tJ8gaZ0YKXPPyibiaNh47hgvG7UPHxpelrzQicg/132
day,2024/5/2,科技,,,,,23,战忽智库,jincanrong62,7,55741,33393,7963,338,778,0,1216.63,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6Fr3ylYJiaD1KeWicia93ibG2icU1kPzY3jCvc9n7iaq9Seyzg/132
day,2024/5/2,科技,,,,,24,河南省科技馆,henankejiguan,3,67068,64329,22356,10,69,0,1206.39,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5nLYMmY84Q5ePaVdQp5NAwo6DT4g83sJhA5aicoZI9YnA/132
day,2024/5/2,科技,,,,,25,张丽俊,zhanglijunCherry,3,45558,38464,15186,115,204,0,1189.82,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5guFR4gpLjEk3H0HHWTajIDA1wbzj8WCZxqWvV5aPEvQ/132
day,2024/5/2,科技,,,,,26,华为终端云服务,ihuaweiyun,1,34168,34168,34168,96,194,0,1186.98,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7COR3x7oFJEoSro1OZCgAQs63wqSWyaibPhqHQOH9SoHA/132
day,2024/5/2,科技,,,,,27,华为手机,huawei-mobile,1,33656,33656,33656,71,264,0,1181.86,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6iaVat5TgJWmdvUPB7v9ClpZicpQf7twX1NoEBmfy20Usw/132
day,2024/5/2,科技,,,,,28,GeenMedical,iGeenMedical,1,51572,51572,51572,2,71,0,1174.02,http://wx.qlogo.cn/mmhead/Q3auHgzwzM52kOum9VeNzFDn87pzmic5luy7zJoaX1wPNic8icDcsgMJg/132
day,2024/5/2,科技,,,,,29,金错刀,ijincuodao,4,57544,53956,14386,19,68,0,1172.88,http://wx.qlogo.cn/mmhead/Q3auHgzwzM77y7ECjjZYrvsic1OfzmNQROjibDG9T52vOYxy1ibwLJ6Yw/132
day,2024/5/2,科技,,,,,30,美石台,meishitai521,2,48312,44386,24156,20,55,0,1166.83,http://wx.qlogo.cn/mmhead/LIND77SSexibFibKpsmbcow1cnibPaCJVHzAwulyQGX2GMM0TspuBBZnw2Wq1CsGSlgCLHxsMBLCYI/132
day,2024/5/2,科技,,,,,31,李药师谈健康,Jnpharmerlee,2,35746,35102,17873,73,177,0,1154.84,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4cZCyvkhcl7iaicJtF5JzVyiacBCWgdINCckX1gpbZR2Arw/132
day,2024/5/2,科技,,,,,32,极客公园,geekpark,1,41549,41549,41549,10,37,0,1154.78,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6dnlEsZXOPTtkZpEYHJ3nvUviaGTbLGUj4VRaq3vra2icQ/132
day,2024/5/2,科技,,,,,33,电脑吧评测室,diannaobar,3,47853,25079,15951,26,145,0,1141.35,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6TX2iah7m9pwj9kCaSBqJqVfkseQc32krPXd43HSQwWDg/132
day,2024/5/2,科技,,,,,34,雷科技,leitech,8,59840,40109,7480,14,115,0,1134.06,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5fUsyHdQBVrKlpnmLV6HKfMsEdNSy1lwrm8ZEHzjVLiaA/132
day,2024/5/2,科技,,,,,35,大米评测,damipingce,5,55375,21402,11075,22,180,0,1131.76,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4tqYFxX6GITfReInXxqbqSOC89muwicd7M3VsrcGdRqkg/132
day,2024/5/2,科技,,,,,36,一里夫人,yilifr,3,48267,46349,16089,8,28,0,1121.81,http://wx.qlogo.cn/mmhead/Q3auHgzwzM54stMm4EkzoKjLIhgpS3dkia4bBeFbEef8UhNn5ibKLTOw/132
day,2024/5/2,科技,,,,,37,笔记侠,Notesman,2,29438,24272,14719,113,232,0,1121.42,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4DibtZaKLw0xbIDNp3oa3U9VgX6u5e9B1P1ZkPkQgqOpQ/132
day,2024/5/2,科技,,,,,38,清单,eqingdan,1,32426,32426,32426,11,46,0,1110.67,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6aVo9ZPDpHV0xyAzIApJxWSlejicUX2RWBZTlCpW10EIw/132
day,2024/5/2,科技,,,,,39,放毒,iFangDu,2,37342,35138,18671,9,45,0,1098.61,http://wx.qlogo.cn/mmhead/Q3auHgzwzM60d1RiaibgWicbajkoa7e1LQzh5CuAXoROarnCuYgjYVYtA/132
day,2024/5/2,科技,,,,,40,科学大院,kexuedayuan,1,20052,20052,20052,139,318,0,1095.69,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4rF2WTREvpHEFIIicVIiaEibEl0zPxPciclJHKKuMVsPhPFg/132
day,2024/5/2,科技,,,,,41,黑马程序员,itheima666,2,43156,39300,21578,3,22,0,1094.47,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7ZCGglWeLtKFu84VL9zoSCOmRClykjTia5Okhv6YKcib5A/132
day,2024/5/2,科技,,,,,42,广东交通,gdjtdyh,5,40900,40899,8180,40,112,0,1094.16,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4TxnRwT0cb5Cc0icUnhmhtugvKAklJiacy1NpksibIe9krQ/132
day,2024/5/2,科技,,,,,43,国家电力投资集团有限公司,SPIC-COM-CN,1,26809,26809,26809,20,67,0,1090.97,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5AzDNuticgRDQdZCSnsEo7qqLqjQSAsrdzib5mDU6KAIhg/132
day,2024/5/2,科技,,,,,44,上海活动指南,eventshanghai,1,20165,20165,20165,157,160,0,1089.86,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7L4Ozryhr2PB3m8UmSll3aIKw9enYiaakVI0sjNoJpJkw/132
day,2024/5/2,科技,,,,,45,好乒乓,haopingpang8,8,40248,31100,5031,33,65,0,1072.09,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4KUFJvkowvcDmLBmicFrAJC02GNAGHaKoZcU3CNiab9vNQ/132
day,2024/5/2,科技,,,,,46,耐美尔学堂,naimeierxiaomei,1,26290,26290,26290,8,56,0,1066.13,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4ymO8WbJqQzRJdvCemxDAIYYQsiaiaQFDxAlK0VHwicZMtA/132
day,2024/5/2,科技,,,,,47,花果科技,xhuaguo,2,33310,26756,16655,9,22,0,1061.04,http://wx.qlogo.cn/mmhead/Q3auHgzwzM73knQia1If05x74dMZwShF2kM493IC24taFibCLbQ2u0icA/132
day,2024/5/2,科技,,,,,48,机器之心,almosthuman2014,5,34805,14461,6961,47,141,0,1057.48,http://wx.qlogo.cn/mmhead/Q3auHgzwzM75UiawQgcdqOcmtYS7Jibug9J7dskxkNicGiadtdKl7mLyiaw/132
day,2024/5/2,科技,,,,,49,秋叶PPT,PPT100,3,38052,30308,12684,4,27,0,1054.76,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4NibXRHKHJaTWl2JiaeiaCYicia3xzEEJwicupfjXmRUBgQJYw/132
day,2024/5/2,科技,,,,,50,哎咆科技,guofen1225,3,37692,29408,12564,5,24,0,1053.02,http://wx.qlogo.cn/mmhead/Q3auHgzwzM64PlouTwZ33pw86VxnMHEIzIYtSbUQ0ibgobzuTF5aNng/132
day,2024/5/2,科技,,,,,51,行业研究报告,report88,8,32312,23269,4039,74,101,0,1049.11,http://wx.qlogo.cn/mmhead/Q3auHgzwzM695weMrvU2HGzr5WMWTTx9HvbOr3VQJKTpMca821CSrA/132
day,2024/5/2,科技,,,,,52,毕老师说,BiLaoShiShuo,3,30654,29041,10218,11,32,0,1042.8,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5pncDql3SGnrxoH50ysJmj1QhkbFehsWsnicdRN7ia67fw/132
day,2024/5/2,科技,,,,,53,遇见小mi,yujianxiaomi2015,1,23682,23682,23682,10,30,0,1042.22,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5ZZAbUDjGpOCO6AVibK04b4b8oQknEusW74GeITABeTZA/132
day,2024/5/2,科技,,,,,54,高分子科学前沿,Polymer-science,11,43329,29928,3939,18,37,0,1041.25,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7g4bvHBnw8SxqzZZhCc1icdffjfbWotLFcnNNIpRqWWSw/132
day,2024/5/2,科技,,,,,55,科技象,kejixiangtv,4,30096,23492,7524,21,37,0,1030.97,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6ZAf2ia0FHd5NvIlILK3fP9RYSGZRPuE3zVQtaN9WKDOQ/132
day,2024/5/2,科技,,,,,56,电动知家,ev_home,6,42642,15106,7107,12,25,0,1029.11,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4j2D7PhCeTia74vSNeaUPoicI0Jyz3N8A1VEj5MMTjEvlA/132
day,2024/5/2,科技,,,,,57,玩机鸭,wanjiyatv,4,28620,21415,7155,15,53,0,1016.27,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6oaBSm2wKrMkE1aPeCDhIOyAUrwiaJNQFFycl8ZodzMcQ/132
day,2024/5/2,科技,,,,,58,杭州移动,hangzhouyidongweixin,1,15606,15606,15606,53,119,0,1014.98,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4VZM7OuyndvtAe5ckmKeqVCLRxzEEgecWeJ7wxTJaLNA/132
day,2024/5/2,科技,,,,,59,销售与管理,Marketing360,3,25470,19710,8490,22,35,0,1011.47,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4RhV2AYYvYZU8pWrQGP3Cv4v5oZQGS50Ugic8wXgnxibIw/132
day,2024/5/2,科技,,,,,60,猿大侠,yuan-da-xia,3,31692,24157,10564,2,50,0,1009.08,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4ClBSPs3ugIW2HGHoMnKYSh75Yicn41B6v1RG0K7u0Vgw/132
day,2024/5/2,科技,,,,,61,iNature,Plant_ihuman,12,35196,22027,2933,36,55,0,1008.55,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7x9OJ5ib6cmaFd4PWsEr6zA1GP4Wb2iabI6klcD5EE8goA/132
day,2024/5/2,科技,,,,,62,飞总聊IT,feiitworld,1,18040,18040,18040,14,61,0,1007.01,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5IFAicU2DwrfvCGCvlsrlqosjAo8vksA3kdH7nnL1JPWQ/132
day,2024/5/2,科技,,,,,63,5G,angmobile,4,28852,21825,7213,9,28,0,1000.41,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5XCCicCFhaeMLS8GNjctWpV4zcKR8gGufiaATLtXekv5hA/132
day,2024/5/2,科技,,,,,64,插座APP,chazuomba,1,16126,16126,16126,23,78,0,999.07,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5uib3LUT4iaZxOozYPia4sucgWMSznSe6vjwDyjIjzE9h7g/132
day,2024/5/2,科技,,,,,65,南京移动,cmccnj,1,22624,22624,22624,5,4,0,993.6,http://wx.qlogo.cn/mmhead/7SPO0mRJt6CNxbDq7wV0ePxicr5gIDN0UGM0n8icTwWayHx3SD6icdlGs4NSoCqMdCr7e8ib4CILtKc/132
day,2024/5/2,科技,,,,,66,冯仑风马牛,fengluntalk,3,22038,17657,7346,17,68,0,993,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6GDuV1GE2UROV61mvzPpb8SV9NmJ1Rlicib5dDCMyn4zew/132
day,2024/5/2,科技,,,,,67,南翌说堪舆,nanyifs,5,21110,5436,4222,230,508,0,992.07,http://wx.qlogo.cn/mmhead/LIMVN2XWG8FHNPEWXte5g4qTVbQz1btxlUiaqQ4JsEJcPicEcS4Lqc1p708hnjk5xIC9chLrolGsw/132
day,2024/5/2,科技,,,,,68,i黑马,iheima,3,27021,25357,9007,8,12,0,991.9,http://wx.qlogo.cn/mmhead/Q3auHgzwzM43oGOMpgy4Sul27orXhJdhdbspCBrCgbuJ6rTXzfaKOQ/132
day,2024/5/2,科技,,,,,69,医女正传,ynzz66666,2,18978,17866,9489,17,75,0,990.1,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6YicpowtxnteL0mibV8TYmrQb5UspAfOy5pgdZCafVthuw/132
day,2024/5/2,科技,,,,,70,家美鲜鸡蛋,XSJMXJD,3,24144,23660,8048,9,18,0,987.9,http://wx.qlogo.cn/mmhead/k8mFfEmdQe0vgPIOnI5vtx4EdsHjCKPoZaMtzBES5bGS0tTDCJsw7fibfiaHYJR7nuSgd7DXYKfwg/132
day,2024/5/2,科技,,,,,71,创业家,chuangyejia,2,18816,17635,9408,15,34,0,975.57,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7kCAKFeNBzFh8CrzNdUiaricpt46Ng7amRkibe8PTiaWu3GQ/132
day,2024/5/2,科技,,,,,72,鞭牛士,bianews8,1,16523,16523,16523,9,35,0,974.88,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6CLSCSia1VA0Gx7o0erYpSvadSUHJ6wjH5iaOUZmCBEV4w/132
day,2024/5/2,科技,,,,,73,英伦大叔,UK07788915668,7,26901,19848,3843,13,31,0,971.69,http://wx.qlogo.cn/mmhead/Q3auHgzwzM61x5oxVcRY9Zicia1UQ0svKhoZ7BQNzdP4R0moDSic4V3Lw/132
day,2024/5/2,科技,,,,,74,云南找工作,ynjobs,8,36744,15050,4593,7,7,0,970.32,http://wx.qlogo.cn/mmhead/Q3auHgzwzM50DqicXklhia4QulXqbx7uRjpw51lIfSZ144EUry7JhoVw/132
day,2024/5/2,科技,,,,,75,深科技,deeptek,2,17782,17782,8891,15,38,0,964.62,http://wx.qlogo.cn/mmhead/7N2JRaWooRAw6SscBwc9AwW3mWDkFI9grANje6JKtVQCj9hsL4hebE1iaN87CpcmUy94ALoayTAI/132
day,2024/5/2,科技,,,,,76,漳州移动,zzcmcc4G,3,24666,16821,8222,6,10,0,962.49,http://wx.qlogo.cn/mmhead/ofvnGicEPbfTD2T47H9kpFsM7eWsSCiaChYeCXeZZrsK0BicJQc4NKFaCC8WPNhTnLdjrghu68YuBs/132
day,2024/5/2,科技,,,,,77,HarmonyOS,HarmonyOS-official,1,12729,12729,12729,28,96,0,961.98,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4xNkmUuecTCy5eYGYfnnvePibCaYVVm2RbHdr0KMX9AVQ/132
day,2024/5/2,科技,,,,,78,TalentLeader,talentleaders,2,19376,18910,9688,5,29,0,959.62,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4RrVqJVFM94d8DIvzoHGPYqFZr7dlrxLkGz3vFIHUZDw/132
day,2024/5/2,科技,,,,,79,码农学习联盟,manongxuexilianmeng,2,20656,18022,10328,5,12,0,954.95,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6JqQTu35qdZJFe12ZYHPafKOqpJW3UuWSJ5HgtXibCmTg/132
day,2024/5/2,科技,,,,,80,安兔兔,AnTuTu_Benchmark,5,23065,12749,4613,13,59,0,951.29,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4CChVNA2oUWwKo9P6q5sxlBapLSJziambMUrIl9gwTJbQ/132
day,2024/5/2,科技,,,,,81,胖虎看西游,mhxypanghu,8,50136,27732,6267,0,2,0,947.45,http://wx.qlogo.cn/mmhead/Q3auHgzwzM49KOacYqTdhfqEzpsHXp0fyTJSnghicMLBx7Uao72Q1Pw/132
day,2024/5/2,科技,,,,,82,养乐多,gh_312a73bf3576,2,13356,10980,6678,72,65,0,946.76,http://wx.qlogo.cn/mmhead/rLpHsVF9HCXfseuBoegHjG7jeiclGZPM1L6P2u43XG6lb9oLkuesKYYXia1bRU2WibXica3krSfibs7o/132
day,2024/5/2,科技,,,,,83,美丽大北京,bjtgood,3,21351,14417,7117,7,20,0,945.68,http://wx.qlogo.cn/mmhead/Iic9WLWEQMg0cvJ6xtUuNQf1ZGUb7icwlcCxyPoOMkyjv7PZxyGmqQ0kKKFHlLflzFNsl0V7pVcFc/132
day,2024/5/2,科技,,,,,84,重庆邮政连线,channel_cqpost,1,9465,9465,9465,94,220,0,942.03,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7V06ozQQd4kbFYj0MzAvZqbAiaWypuYz38OUHgg8GCQjg/132
day,2024/5/2,科技,,,,,85,BioArt,bio-art,8,27536,6788,3442,23,35,0,936.04,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5cJc13d54JRymibBiaePoJicMWq2fpoib2wvia35rdbBeQ3Fw/132
day,2024/5/2,科技,,,,,86,首席品牌观察,pinpaigcbao,2,18456,12741,9228,7,16,0,934.65,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7jXY95w9v9ibR917ebfJdUBfiaH3tkjCUz3qkLVOKicDljQ/132
day,2024/5/2,科技,,,,,87,医路向前巍子,yiluxiangqianweizi,1,8883,8883,8883,95,191,0,929.01,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7Vj7h0pmUYLteFD9iaQ4FXMVx8UGbB6kkIFiaH2MgzOqxA/132
day,2024/5/2,科技,,,,,88,智合,zhihedongfang,4,15940,15271,3985,23,44,0,927.46,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4PkzwGZE0ibppQWkru4Niblpu73cSiczJGPIqFnwib4doD6A/132
day,2024/5/2,科技,,,,,89,老俞闲话,laoyuxianhua,1,9241,9241,9241,54,141,0,921.55,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7PDSC8zZBZhfibOAbMpHU47KTG9VrSlMA49Hb1g9Xib7gw/132
day,2024/5/2,科技,,,,,90,小马宋,xiaomasong999,1,11043,11043,11043,16,63,0,920.3,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5WTGEC201zYvGSCUfVarNdXIYvXUjStsMSxLiaexEIOuQ/132
day,2024/5/2,科技,,,,,91,粥左罗,fangdushe520,3,14361,10141,4787,34,59,0,919.8,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4jIzEJBl4MoaicBtcxJyLxQ1ayzmxRUfock1y2DrcQLow/132
day,2024/5/2,科技,,,,,92,电商头条,ecxinwen,2,10182,8605,5091,132,147,0,918.82,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7Ggf02c0vK0icRvzA4TJaroXiaC1AHstStsHvqIrvyyUzw/132
day,2024/5/2,科技,,,,,93,中正电脑,yzzzdn,8,21056,14591,2632,8,40,0,915.11,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7iaRR9fAq8Akphe1XcSa0qBckBhmkmrqoE1jSbIo5guhA/132
day,2024/5/2,科技,,,,,94,宁波移动,nbcmcc,3,21198,19844,7066,2,4,0,914.14,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4fKxZFpy40lfE1ia1Y7ANic2HYFaYhnqtLgdiaecseSiabHA/132
day,2024/5/2,科技,,,,,95,民间百科,minjianbaike,8,21552,17373,2694,7,19,0,912.27,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4Wia6x2XXHuV9WO7a1ias0plCljrqouh8vibMxW8uAjvQRg/132
day,2024/5/2,科技,,,,,96,运营研究社,U_quan,2,13048,12484,6524,12,43,0,909.24,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5UTS84f6BJwP1FzIKNF4XNov3yokXl1REEicQOQia2JYhw/132
day,2024/5/2,科技,,,,,97,每天60秒读懂世界,mt36501,2,11636,10792,5818,16,108,0,904.19,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6HA0RNbmBeaG2uyYcn9mjfDB5DicyqjgawzMYF9NZlP1Q/132
day,2024/5/2,科技,,,,,98,凤凰大健康,phoenixsuperdoctors,1,9730,9730,9730,25,53,0,903.98,http://wx.qlogo.cn/mmhead/Q3auHgzwzM552fbdW2hqMMicIAstchcAO4urkRguxzWibzhsKBAGd4LA/132
day,2024/5/2,科技,,,,,99,翼支付商城,ctbestpay,4,11360,9739,2840,61,121,0,894.73,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4eKFm7eymCyDic4CNiaU6BezPicodvBoQbVEVAIlGWdfJNw/132
day,2024/5/2,科技,,,,,100,信德海事,xinde_marine,16,22640,13673,1415,13,51,0,892.55,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5DSibGwQ4gJYvrbIOaMM3nwCFPaHvoT7Kxrc7vpTX7iauA/132
day,2024/5/3,科技,,,,,1,科普中国,Science_China,11,254243,210000,23113,817,2107,0,1557.25,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5WNT3fIqrOcJkUbiczhaVeeuknDIcdWyc3WEyMt2x2W3w/132
day,2024/5/3,科技,,,,,2,差评,chaping321,5,259990,100000,51998,264,1599,0,1557.2,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6xLSHsmQn0ic8G4pgHC54jfUw9WiajH8CctzZibLzx4MMBg/132
day,2024/5/3,科技,,,,,3,好奇博士,haoqi238,2,163806,80312,81903,111,707,0,1478.78,http://wx.qlogo.cn/mmhead/Q3auHgzwzM68ias56Nr7T5Yic6Z5C5PSdtOaLCVWpzCGTNJmua5OSpXg/132
day,2024/5/3,科技,,,,,4,正和岛,zhenghedao,3,125166,100000,41722,306,747,0,1444.82,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7PXCqiaXuY6v5DbCrSnmW4ZFvz6pquqlKC49Ria4hyVsqg/132
day,2024/5/3,科技,,,,,5,牛奶和爱丽丝,milkelise,1,77222,77222,77222,106,277,0,1365.91,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4icgkicktk2sehdyGt4mmc6VIuGDmPNFSvHUyISacPRzkQ/132
day,2024/5/3,科技,,,,,6,金错刀,ijincuodao,4,110596,100000,27649,63,159,0,1346.89,http://wx.qlogo.cn/mmhead/Q3auHgzwzM77y7ECjjZYrvsic1OfzmNQROjibDG9T52vOYxy1ibwLJ6Yw/132
day,2024/5/3,科技,,,,,7,笔吧评测室,bibacps,4,98924,74941,24731,22,184,0,1292.67,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4ojOCibjH5nkUR5U8fibxuqTOIxD3MgB6MIhyCvVn0SHLQ/132
day,2024/5/3,科技,,,,,8,S叔Spenser,spenserandhk,1,65526,65526,65526,28,123,0,1288.22,http://wx.qlogo.cn/mmhead/CJ35Z2cnZA306qUGAb8kQ4ajBx16JTSaRYd59Lat1uXdFVWHVGHFDR71dryCGSWvlEgSwzkz02M/132
day,2024/5/3,科技,,,,,9,一亩三分地Warald,Warald_1point3acres,3,102168,72314,34056,21,41,0,1287.2,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7SBOE7cyqILwB2hsHuwvFxeWMxA5gbnbPBJ4fdiaU8ictg/132
day,2024/5/3,科技,,,,,10,刘晓博说财经,liuxb929,1,53814,53814,53814,69,197,0,1273.8,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4ZEPcudJjHicib0ZTUdvhxXSicicnapVcrZbBAJOy8m7wWVw/132
day,2024/5/3,科技,,,,,11,创业邦,ichuangyebang,6,102444,90579,17074,28,92,0,1267.69,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6vhxhibJ7XicXGWq4dpTbTpET3KcNoHZ0jrAMEibqKgReUg/132
day,2024/5/3,科技,,,,,12,秋叶PPT,PPT100,3,91026,82055,30342,11,64,0,1266.91,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4NibXRHKHJaTWl2JiaeiaCYicia3xzEEJwicupfjXmRUBgQJYw/132
day,2024/5/3,科技,,,,,13,知识分子,The-Intellectual,1,48604,48604,48604,78,247,0,1258.53,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4lnbnbLlRUxicmyXia8Su6qtGs9IPYwrV7icXiaUTiblmGycw/132
day,2024/5/3,科技,,,,,14,蜜蜂惊喜社,gh_0a84dddbde0e,2,61272,51340,30636,99,107,0,1253.8,http://wx.qlogo.cn/mmhead/0wRpPfN90ibBZx8dv19PYEEv3nibtpbK6oZ5xc0fdt1turZTujyGibicKW3ibUaHhScP4icq2Fcp8gHibY/132
day,2024/5/3,科技,,,,,15,融通金,rongtongjin,7,106834,100000,15262,7,24,0,1233.61,http://wx.qlogo.cn/mmhead/SQd7RF5caa2L81DTbGEAIsHkVibBUeNJkqzVLjYkrb0L16mXVlBXlnr9VriaRrYWPQLqa9RjDQpia0/132
